model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,year,avg_mpg
CHEVROLET Volt,1.5,4,CVT,2WD,Electricity,small car,3,113,99,106,10,smart,2018,247.3333333
CHEVROLET Volt,1.5,4,CVT,2WD,Electricity,small car,7,113,99,106,10,smart,2018,247.3333333
FORD Fusion Energi Plug-in Hybrid,2,4,CVT,2WD,Electricity,midsize car,7,102,91,97,10,smart,2018,225.3333333
MINI Cooper SE Countryman All4,1.5,3,SemiAuto-6,4WD,Electricity,midsize car,3,63,66,65,9,smart,2018,150.6666667
VOLVO S90,2,4,SemiAuto-8,4WD,Electricity,midsize car,7,70,72,71,10,smart,2018,165.6666667
VOLVO XC 60,2,4,SemiAuto-8,4WD,Electricity,small SUV,7,60,58,59,10,smart,2018,137.6666667
VOLVO XC 90,2,4,SemiAuto-8,4WD,Electricity,standard SUV,7,63,61,62,10,smart,2018,144.6666667
ACURA MDX,3.7,6,Auto-S5,4WD,Gasoline,SUV,7,15,20,17,4,non_smart,2008,40.66666667
ACURA RDX,2.3,4,Auto-S5,4WD,Gasoline,SUV,7,17,22,19,5,non_smart,2008,45.33333333
ACURA RL,3.5,6,Auto-S5,4WD,Gasoline,midsize car,7,16,24,19,5,non_smart,2008,46.33333333
ACURA TSX,2.4,4,Man-6,2WD,Gasoline,small car,6,19,28,22,6,non_smart,2008,54.33333333
ASTON MARTIN DB9,5.9,12,Man-6,2WD,Gasoline,small car,6,10,16,12,0,non_smart,2008,30
ASTON MARTIN DB9,5.9,12,Auto-S6,2WD,Gasoline,small car,6,11,18,13,1,non_smart,2008,33.33333333
ASTON MARTIN DB9 Volante,5.9,12,Man-6,2WD,Gasoline,small car,6,10,16,12,0,non_smart,2008,30
ASTON MARTIN DB9 Volante,5.9,12,Auto-S6,2WD,Gasoline,small car,6,11,17,13,1,non_smart,2008,32.33333333
ASTON MARTIN V8 Vantage,4.3,8,Man-6,2WD,Gasoline,small car,6,12,19,15,3,non_smart,2008,36
ASTON MARTIN V8 Vantage,4.3,8,Auto-S6,2WD,Gasoline,small car,6,13,20,15,3,non_smart,2008,38
AUDI A3,3.2,6,Auto-S6,4WD,Gasoline,station wagon,6,18,25,21,6,non_smart,2008,50
AUDI A4,3.1,6,Man-6,4WD,Gasoline,small car,6,15,25,19,5,non_smart,2008,46.33333333
AUDI A4,3.1,6,Auto-S6,4WD,Gasoline,small car,6,17,25,20,6,non_smart,2008,48.66666667
AUDI A4,3.1,6,Auto-AV,2WD,Gasoline,small car,6,18,27,21,6,non_smart,2008,52
AUDI A4 Avant,3.1,6,Man-6,4WD,Gasoline,station wagon,6,15,25,19,5,non_smart,2008,46.33333333
AUDI A4 Avant,3.1,6,Auto-S6,4WD,Gasoline,station wagon,6,17,25,20,6,non_smart,2008,48.66666667
AUDI A4 Cabriolet,3.1,6,Auto-S6,4WD,Gasoline,small car,6,17,25,20,6,non_smart,2008,48.66666667
AUDI A6,3.1,6,Auto-S6,4WD,Gasoline,midsize car,6,17,25,20,6,non_smart,2008,48.66666667
AUDI A6,3.1,6,Auto-AV,2WD,Gasoline,midsize car,6,18,27,21,6,non_smart,2008,52
AUDI A6,4.2,8,Auto-S6,4WD,Gasoline,midsize car,6,16,23,18,5,non_smart,2008,45
AUDI A6 Avant,3.1,6,Auto-S6,4WD,Gasoline,station wagon,6,17,25,20,6,non_smart,2008,48.66666667
AUDI A8,4.2,8,Auto-S6,4WD,Gasoline,midsize car,6,16,23,18,5,non_smart,2008,45
AUDI A8 L,4.2,8,Auto-S6,4WD,Gasoline,large car,6,16,23,18,5,non_smart,2008,45
AUDI A8 L,6,12,Auto-S6,4WD,Gasoline,large car,6,13,19,15,3,non_smart,2008,37
AUDI Q7,3.6,6,Auto-S6,4WD,Gasoline,SUV,6,14,20,16,4,non_smart,2008,39.33333333
AUDI Q7,4.2,8,Auto-S6,4WD,Gasoline,SUV,6,12,17,14,2,non_smart,2008,33.66666667
AUDI R8,4.2,8,Auto-S6,4WD,Gasoline,small car,6,13,19,15,3,non_smart,2008,37
AUDI R8,4.2,8,Man-6,4WD,Gasoline,small car,6,13,20,15,3,non_smart,2008,38
AUDI RS4,4.2,8,Man-6,4WD,Gasoline,small car,6,13,20,15,3,non_smart,2008,38
AUDI RS4 Cabriolet,4.2,8,Man-6,4WD,Gasoline,small car,6,12,19,14,2,non_smart,2008,35.66666667
AUDI S4,4.2,8,Man-6,4WD,Gasoline,small car,6,13,20,15,3,non_smart,2008,38
AUDI S4,4.2,8,Auto-S6,4WD,Gasoline,small car,6,14,21,16,4,non_smart,2008,40.33333333
AUDI S4 Avant,4.2,8,Man-6,4WD,Gasoline,station wagon,6,13,20,15,3,non_smart,2008,38
AUDI S4 Avant,4.2,8,Auto-S6,4WD,Gasoline,station wagon,6,14,21,16,4,non_smart,2008,40.33333333
AUDI S4 Cabriolet,4.2,8,Man-6,4WD,Gasoline,small car,6,13,19,15,3,non_smart,2008,37
AUDI S4 Cabriolet,4.2,8,Auto-S6,4WD,Gasoline,small car,6,14,21,16,4,non_smart,2008,40.33333333
AUDI S5,4.2,8,Man-6,4WD,Gasoline,small car,6,14,21,16,4,non_smart,2008,40.33333333
AUDI S6,5.2,10,Auto-S6,4WD,Gasoline,midsize car,6,14,19,16,4,non_smart,2008,38.33333333
AUDI S8,5.2,10,Auto-S6,4WD,Gasoline,midsize car,6,13,19,15,3,non_smart,2008,37
AUDI TT Coupe,3.2,6,Man-6,4WD,Gasoline,small car,6,17,24,19,5,non_smart,2008,47.33333333
AUDI TT Coupe,3.2,6,Auto-S6,4WD,Gasoline,small car,6,18,24,20,6,non_smart,2008,48.66666667
AUDI TT Roadster,3.2,6,Man-6,4WD,Gasoline,small car,6,17,24,19,5,non_smart,2008,47.33333333
AUDI TT Roadster,3.2,6,Auto-S6,4WD,Gasoline,small car,6,18,24,20,6,non_smart,2008,48.66666667
BENTLEY Arnage,6.7,8,Auto-S6,2WD,Gasoline,large car,6,9,15,11,0,non_smart,2008,27.66666667
BENTLEY Arnage,6.7,8,Auto-S6,2WD,Gasoline,midsize car,6,10,15,11,0,non_smart,2008,28.66666667
BENTLEY Azure,6.7,8,Auto-S6,2WD,Gasoline,small car,6,9,15,11,0,non_smart,2008,27.66666667
BENTLEY Continental Flying Spur,6,12,Auto-S6,4WD,Gasoline,midsize car,6,10,17,12,0,non_smart,2008,31
BENTLEY Continental GT,6,12,Auto-S6,4WD,Gasoline,small car,6,10,17,13,1,non_smart,2008,31.33333333
BENTLEY Continental GTC,6,12,Auto-S6,4WD,Gasoline,small car,6,10,17,12,0,non_smart,2008,31
BMW 335ci,3,6,Man-6,2WD,Gasoline,small car,6,19,28,22,6,non_smart,2008,54.33333333
BMW 335ci Convertible,3,6,Man-6,2WD,Gasoline,small car,6,19,28,22,6,non_smart,2008,54.33333333
BMW 335cxi,3,6,Man-6,4WD,Gasoline,small car,6,18,27,21,6,non_smart,2008,52
BMW 335cxi,3,6,Auto-S6,4WD,Gasoline,small car,6,19,27,22,6,non_smart,2008,53.33333333
BMW 335i,3,6,Man-6,2WD,Gasoline,small car,6,19,28,22,6,non_smart,2008,54.33333333
BMW 335xi,3,6,Man-6,4WD,Gasoline,small car,6,18,27,21,6,non_smart,2008,52
BMW 335xi,3,6,Auto-S6,4WD,Gasoline,small car,6,19,27,22,6,non_smart,2008,53.33333333
BMW 535i,3,6,Man-6,2WD,Gasoline,midsize car,6,19,28,22,6,non_smart,2008,54.33333333
BMW 535xi,3,6,Man-6,4WD,Gasoline,midsize car,6,18,27,21,6,non_smart,2008,52
BMW 535xi,3,6,Auto-S6,4WD,Gasoline,midsize car,6,19,27,22,6,non_smart,2008,53.33333333
BMW 535xi Sport Wagon,3,6,Man-6,4WD,Gasoline,station wagon,6,17,25,20,6,non_smart,2008,48.66666667
BMW 535xi Sport Wagon,3,6,Auto-S6,4WD,Gasoline,station wagon,6,18,26,21,6,non_smart,2008,51
BMW 550i,4.8,8,Man-6,2WD,Gasoline,midsize car,7,17,24,19,5,non_smart,2008,47.33333333
BMW 650ci,4.8,8,Man-6,2WD,Gasoline,small car,7,17,24,19,5,non_smart,2008,47.33333333
BMW 650ci Convertible,4.8,8,Man-6,2WD,Gasoline,small car,7,16,22,18,5,non_smart,2008,44
BMW 760li,6,12,Auto-S6,2WD,Gasoline,large car,6,14,22,17,4,non_smart,2008,41.66666667
BMW Alpina B7,4.4,8,Auto-S6,2WD,Gasoline,large car,6,15,23,18,5,non_smart,2008,44
BMW M5,5,10,Man-6,2WD,Gasoline,midsize car,6,12,18,14,2,non_smart,2008,34.66666667
BMW M5,5,10,Auto-S7,2WD,Gasoline,midsize car,6,12,18,14,2,non_smart,2008,34.66666667
BMW M6,5,10,Man-6,2WD,Gasoline,small car,6,12,18,14,2,non_smart,2008,34.66666667
BMW M6,5,10,Auto-S7,2WD,Gasoline,small car,6,12,18,14,2,non_smart,2008,34.66666667
BMW M6 Convertible,5,10,Man-6,2WD,Gasoline,small car,6,12,18,14,2,non_smart,2008,34.66666667
BMW M6 Convertible,5,10,Auto-S7,2WD,Gasoline,small car,6,12,19,14,2,non_smart,2008,35.66666667
BMW X5,3,6,Auto-S6,4WD,Gasoline,SUV,7,17,23,19,5,non_smart,2008,46.33333333
BMW X5,4.8,8,Auto-S6,4WD,Gasoline,SUV,7,15,21,17,4,non_smart,2008,41.66666667
BUGATTI Veyron,8,16,Auto-S6,4WD,Gasoline,small car,6,8,14,10,0,non_smart,2008,25.33333333
BUICK Allure,3.6,6,Auto-L4,2WD,Gasoline,midsize car,6,17,25,20,6,non_smart,2008,48.66666667
BUICK Allure,5.3,8,Auto-L4,2WD,Gasoline,midsize car,6,16,25,19,5,non_smart,2008,47.33333333
BUICK Enclave,3.6,6,Auto-L6,2WD,Gasoline,SUV,6,16,24,19,5,non_smart,2008,46.33333333
BUICK Enclave,3.6,6,Auto-L6,4WD,Gasoline,SUV,6,16,22,18,5,non_smart,2008,44
BUICK LaCrosse,3.6,6,Auto-L4,2WD,Gasoline,midsize car,6,17,25,20,6,non_smart,2008,48.66666667
BUICK LaCrosse,5.3,8,Auto-L4,2WD,Gasoline,midsize car,6,16,25,19,5,non_smart,2008,47.33333333
BUICK Lucerne,3.8,6,Auto-L4,2WD,Gasoline,large car,9.5,16,25,19,5,non_smart,2008,47.33333333
BUICK Terraza,3.9,6,Auto-L4,2WD,Gasoline,minivan,6,16,23,19,5,non_smart,2008,45.33333333
CADILLAC CTS,3.6,6,Man-6,2WD,Gasoline,midsize car,6,16,25,19,5,non_smart,2008,47.33333333
CADILLAC CTS,3.6,6,Auto-S6,4WD,Gasoline,midsize car,6,17,25,20,6,non_smart,2008,48.66666667
CADILLAC CTS,3.6,6,Auto-S6,4WD,Gasoline,midsize car,6,17,26,20,6,non_smart,2008,49.66666667
CADILLAC CTS,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6,17,26,20,6,non_smart,2008,49.66666667
CADILLAC CTS,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6,18,26,21,6,non_smart,2008,51
CADILLAC Escalade,6.2,8,Auto-L6,2WD,Gasoline,SUV,6,12,19,14,2,non_smart,2008,35.66666667
CADILLAC Escalade,6.2,8,Auto-L6,4WD,Gasoline,SUV,6,12,18,14,2,non_smart,2008,34.66666667
CADILLAC SRX,3.6,6,Auto-S5,2WD,Gasoline,SUV,6,15,22,17,4,non_smart,2008,42.66666667
CADILLAC SRX,3.6,6,Auto-S5,4WD,Gasoline,SUV,6,14,22,17,4,non_smart,2008,41.66666667
CADILLAC SRX,4.6,8,Auto-S6,2WD,Gasoline,SUV,6,13,20,16,4,non_smart,2008,38.33333333
CADILLAC SRX,4.6,8,Auto-S6,4WD,Gasoline,SUV,6,13,20,15,3,non_smart,2008,38
CADILLAC STS,3.6,6,Auto-S6,4WD,Gasoline,midsize car,6,17,26,20,6,non_smart,2008,49.66666667
CADILLAC STS,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6,17,26,20,6,non_smart,2008,49.66666667
CADILLAC STS,4.4,8,Auto-S6,2WD,Gasoline,midsize car,6,13,19,15,3,non_smart,2008,37
CADILLAC STS,4.6,8,Auto-S6,4WD,Gasoline,midsize car,6,14,21,16,4,non_smart,2008,40.33333333
CADILLAC STS,4.6,8,Auto-S6,2WD,Gasoline,midsize car,6,15,24,18,5,non_smart,2008,45
CADILLAC XLR,4.4,8,Auto-S6,2WD,Gasoline,small car,6,14,21,16,4,non_smart,2008,40.33333333
CADILLAC XLR,4.6,8,Auto-S6,2WD,Gasoline,small car,6,15,24,18,5,non_smart,2008,45
CHEVROLET Corvette,7,8,Man-6,2WD,Gasoline,small car,6,15,24,18,5,non_smart,2008,45
CHEVROLET Equinox,3.4,6,Auto-L5,2WD,Gasoline,SUV,7,17,24,19,5,non_smart,2008,47.33333333
CHEVROLET Equinox,3.4,6,Auto-L5,4WD,Gasoline,SUV,7,17,24,19,5,non_smart,2008,47.33333333
CHEVROLET Equinox,3.6,6,Auto-S6,2WD,Gasoline,SUV,6,16,24,19,5,non_smart,2008,46.33333333
CHEVROLET Equinox,3.6,6,Auto-S6,4WD,Gasoline,SUV,6,16,24,19,5,non_smart,2008,46.33333333
CHEVROLET Express 1500,5.3,8,Auto-L4,4WD,Gasoline,van,6,12,16,14,2,non_smart,2008,32.66666667
CHEVROLET Express 1500,5.3,8,Auto-L4,2WD,Gasoline,van,6,12,16,14,2,non_smart,2008,32.66666667
CHEVROLET Express 2500,5.3,8,Auto-L4,2WD,Gasoline,van,6,12,16,14,2,non_smart,2008,32.66666667
CHEVROLET HHR,2,4,Auto-L4,2WD,Gasoline,SUV,6,19,28,22,6,non_smart,2008,54.33333333
CHEVROLET Impala,5.3,8,Auto-L4,2WD,Gasoline,large car,6,16,25,19,5,non_smart,2008,47.33333333
CHEVROLET Malibu,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6,17,26,20,6,non_smart,2008,49.66666667
CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6,15,20,17,4,non_smart,2008,40.66666667
CHEVROLET Silverado 15,4.3,6,Auto-L4,4WD,Gasoline,pickup,6,14,18,15,3,non_smart,2008,37
CHEVROLET Tahoe 1500,6.2,8,Auto-L6,2WD,Gasoline,SUV,6,12,19,14,2,non_smart,2008,35.66666667
CHEVROLET Tahoe 1500 Hybrid,6,8,Auto-AV,2WD,Gasoline,SUV,6,21,22,21,6,non_smart,2008,50
CHEVROLET Tahoe 1500 Hybrid,6,8,Auto-AV,4WD,Gasoline,SUV,6,20,20,20,6,non_smart,2008,46.66666667
CHEVROLET Trailblazer,5.3,8,Auto-L4,2WD,Gasoline,SUV,6,14,20,17,4,non_smart,2008,39.66666667
CHEVROLET Trailblazer,5.3,8,Auto-L4,4WD,Gasoline,SUV,6,13,19,16,4,non_smart,2008,37.33333333
CHEVROLET Trailblazer,6,8,Auto-L4,2WD,Gasoline,SUV,6,12,16,14,2,non_smart,2008,32.66666667
CHEVROLET Trailblazer,6,8,Auto-L4,4WD,Gasoline,SUV,6,12,16,13,1,non_smart,2008,32.33333333
CHEVROLET Uplander,3.9,6,Auto-L4,2WD,Gasoline,minivan,6,16,23,19,5,non_smart,2008,45.33333333
CHEVROLET Van 1500,4.3,6,Auto-L4,2WD,Gasoline,van,6,15,20,17,4,non_smart,2008,40.66666667
CHEVROLET Van 1500,5.3,8,Auto-L4,4WD,Gasoline,van,6,12,16,14,2,non_smart,2008,32.66666667
CHEVROLET Van 1500,5.3,8,Auto-L4,2WD,Gasoline,van,6,12,16,14,2,non_smart,2008,32.66666667
CHEVROLET Van 1500,5.3,8,Auto-L4,4WD,Gasoline,van,6,13,17,15,3,non_smart,2008,35
CHEVROLET Van 1500,5.3,8,Auto-L4,2WD,Gasoline,van,6,14,18,15,3,non_smart,2008,37
CHEVROLET Van 2500,4.3,6,Auto-L4,2WD,Gasoline,van,6,15,20,17,4,non_smart,2008,40.66666667
CHEVROLET Van 2500,5.3,8,Auto-L4,2WD,Gasoline,van,6,12,16,14,2,non_smart,2008,32.66666667
CHEVROLET Van 2500,5.3,8,Auto-L4,4WD,Gasoline,van,6,13,17,15,3,non_smart,2008,35
CHEVROLET Van 2500,5.3,8,Auto-L4,2WD,Gasoline,van,6,14,18,15,3,non_smart,2008,37
CHRYSLER 300,3.5,6,Auto-L5,4WD,Gasoline,large car,7,15,22,18,5,non_smart,2008,43
CHRYSLER 300,2.7,6,Auto-L4,2WD,Gasoline,large car,6,18,26,21,6,non_smart,2008,51
CHRYSLER 300,6.1,8,Auto-L5,2WD,Gasoline,large car,6,13,18,15,3,non_smart,2008,36
CHRYSLER Aspen,4.7,8,Auto-L5,2WD,Gasoline,SUV,7,14,19,15,3,non_smart,2008,38
CHRYSLER Aspen,5.7,8,Auto-L5,2WD,Gasoline,SUV,6,13,19,15,3,non_smart,2008,37
CHRYSLER Aspen,5.7,8,Auto-L5,4WD,Gasoline,SUV,6,13,18,15,3,non_smart,2008,36
CHRYSLER Crossfire,3.2,6,Man-6,2WD,Gasoline,small car,6,15,23,18,5,non_smart,2008,44
CHRYSLER Crossfire,3.2,6,Auto-L5,2WD,Gasoline,small car,6,19,25,21,6,non_smart,2008,51
CHRYSLER PT Cruiser,2.4,4,Auto-L4,2WD,Gasoline,SUV,6,18,24,21,6,non_smart,2008,49
CHRYSLER PT Cruiser,2.4,4,Auto-L4,2WD,Gasoline,SUV,6,19,24,21,6,non_smart,2008,50
CHRYSLER PT Cruiser,2.4,4,Man-5,2WD,Gasoline,SUV,6,20,25,22,6,non_smart,2008,52.33333333
CHRYSLER PT Cruiser Convertible,2.4,4,Auto-L4,2WD,Gasoline,small car,6,18,24,21,6,non_smart,2008,49
CHRYSLER PT Cruiser Convertible,2.4,4,Auto-L4,2WD,Gasoline,small car,6,19,24,21,6,non_smart,2008,50
CHRYSLER PT Cruiser Convertible,2.4,4,Man-5,2WD,Gasoline,small car,6,20,25,22,6,non_smart,2008,52.33333333
CHRYSLER Pacifica,3.8,6,Auto-L4,2WD,Gasoline,SUV,7,15,22,18,5,non_smart,2008,43
CHRYSLER Pacifica,4,6,Auto-L6,2WD,Gasoline,SUV,7,15,23,17,4,non_smart,2008,43.66666667
CHRYSLER Pacifica,4,6,Auto-L6,4WD,Gasoline,SUV,7,14,22,17,4,non_smart,2008,41.66666667
CHRYSLER SRT-8,2.7,6,Auto-L4,2WD,Gasoline,large car,6,18,26,21,6,non_smart,2008,51
CHRYSLER SRT-8,6.1,8,Auto-L5,2WD,Gasoline,large car,6,13,18,15,3,non_smart,2008,36
CHRYSLER Sebring,3.5,6,Auto-L6,4WD,Gasoline,midsize car,7,15,24,18,5,non_smart,2008,45
CHRYSLER Sebring,3.5,6,Auto-L6,2WD,Gasoline,midsize car,7,16,26,19,5,non_smart,2008,48.33333333
CHRYSLER Sebring,2.7,6,Auto-L4,2WD,Gasoline,midsize car,6,19,27,22,6,non_smart,2008,53.33333333
CHRYSLER Sebring Convertible,3.5,6,Auto-L6,2WD,Gasoline,small car,7,16,26,19,5,non_smart,2008,48.33333333
CHRYSLER Sebring Convertible,2.7,6,Auto-L4,2WD,Gasoline,small car,6,18,26,21,6,non_smart,2008,51
CHRYSLER Town & Country,3.3,6,Auto-L4,2WD,Gasoline,minivan,7,17,24,19,5,non_smart,2008,47.33333333
CHRYSLER Town & Country,3.8,6,Auto-L6,2WD,Gasoline,minivan,7,16,23,18,5,non_smart,2008,45
CHRYSLER Town & Country,4,6,Auto-L6,2WD,Gasoline,minivan,7,16,23,18,5,non_smart,2008,45
DODGE Avenger,3.5,6,Auto-L6,4WD,Gasoline,midsize car,7,15,24,18,5,non_smart,2008,45
DODGE Avenger,3.5,6,Auto-L6,2WD,Gasoline,midsize car,7,16,26,19,5,non_smart,2008,48.33333333
DODGE Avenger,2.7,6,Auto-L4,2WD,Gasoline,midsize car,6,19,27,22,6,non_smart,2008,53.33333333
DODGE Caravan,3.3,6,Auto-L4,2WD,Gasoline,minivan,7,17,24,19,5,non_smart,2008,47.33333333
DODGE Caravan,3.8,6,Auto-L6,2WD,Gasoline,minivan,7,16,23,18,5,non_smart,2008,45
DODGE Caravan,4,6,Auto-L6,2WD,Gasoline,minivan,7,16,23,18,5,non_smart,2008,45
DODGE Challenger,6.1,8,Auto-L5,2WD,Gasoline,midsize car,6,13,18,15,3,non_smart,2008,36
DODGE Charger,3.5,6,Auto-L5,4WD,Gasoline,large car,7,15,22,18,5,non_smart,2008,43
DODGE Charger,2.7,6,Auto-L4,2WD,Gasoline,large car,6,18,26,21,6,non_smart,2008,51
DODGE Charger,6.1,8,Auto-L5,2WD,Gasoline,large car,6,13,18,15,3,non_smart,2008,36
DODGE Dakota,3.7,6,Auto-L4,2WD,Gasoline,pickup,7,15,20,17,4,non_smart,2008,40.66666667
DODGE Dakota,3.7,6,Auto-L4,4WD,Gasoline,pickup,7,14,18,15,3,non_smart,2008,37
DODGE Dakota,4.7,8,Auto-L5,2WD,Gasoline,pickup,7,14,19,15,3,non_smart,2008,38
DODGE Dakota,4.7,8,Auto-L5,4WD,Gasoline,pickup,7,14,19,15,3,non_smart,2008,38
DODGE Dakota,3.7,6,Auto-L4,2WD,Gasoline,pickup,6,15,20,17,4,non_smart,2008,40.66666667
DODGE Dakota,3.7,6,Man-6,2WD,Gasoline,pickup,6,16,20,18,5,non_smart,2008,42
DODGE Dakota,3.7,6,Auto-L4,4WD,Gasoline,pickup,6,14,18,15,3,non_smart,2008,37
DODGE Dakota,3.7,6,Man-6,4WD,Gasoline,pickup,6,15,19,16,4,non_smart,2008,39.33333333
DODGE Durango,3.7,6,Auto-L4,2WD,Gasoline,SUV,7,14,19,16,4,non_smart,2008,38.33333333
DODGE Durango,4.7,8,Auto-L5,2WD,Gasoline,SUV,7,14,19,15,3,non_smart,2008,38
DODGE Durango,4.7,8,Auto-L5,4WD,Gasoline,SUV,7,13,17,15,3,non_smart,2008,35
DODGE Durango,5.7,8,Auto-L5,2WD,Gasoline,SUV,6,13,19,15,3,non_smart,2008,37
DODGE Durango,5.7,8,Auto-L5,4WD,Gasoline,SUV,6,13,18,15,3,non_smart,2008,36
DODGE Magnum,3.5,6,Auto-L5,4WD,Gasoline,SUV,7,15,22,18,5,non_smart,2008,43
DODGE Magnum,2.7,6,Auto-L4,2WD,Gasoline,SUV,6,18,26,21,6,non_smart,2008,51
DODGE Magnum,6.1,8,Auto-L5,2WD,Gasoline,SUV,6,13,18,15,3,non_smart,2008,36
DODGE Nitro,3.7,6,Auto-L4,2WD,Gasoline,SUV,7,16,22,18,5,non_smart,2008,44
DODGE Nitro,3.7,6,Auto-L4,4WD,Gasoline,SUV,7,15,21,17,4,non_smart,2008,41.66666667
DODGE Nitro,3.7,6,Auto-L4,2WD,Gasoline,SUV,6,16,22,18,5,non_smart,2008,44
DODGE Nitro,3.7,6,Man-6,2WD,Gasoline,SUV,6,16,22,19,5,non_smart,2008,44.33333333
DODGE Nitro,3.7,6,Auto-L4,4WD,Gasoline,SUV,6,15,21,17,4,non_smart,2008,41.66666667
DODGE Nitro,3.7,6,Man-6,4WD,Gasoline,SUV,6,16,22,18,5,non_smart,2008,44
DODGE Nitro,4,6,Auto-L5,2WD,Gasoline,SUV,6,16,21,18,5,non_smart,2008,43
DODGE RAM 1500,3.7,6,Auto-L4,2WD,Gasoline,pickup,7,14,19,16,4,non_smart,2008,38.33333333
DODGE RAM 1500,4.7,8,Auto-L5,2WD,Gasoline,pickup,7,13,18,15,3,non_smart,2008,36
DODGE RAM 1500,4.7,8,Auto-L5,4WD,Gasoline,pickup,7,13,17,15,3,non_smart,2008,35
DODGE RAM 1500,3.7,6,Auto-L4,2WD,Gasoline,pickup,6,14,19,16,4,non_smart,2008,38.33333333
DODGE RAM 1500,3.7,6,Man-6,2WD,Gasoline,pickup,6,16,19,17,4,non_smart,2008,40.66666667
DODGE RAM 1500,4.7,8,Man-6,2WD,Gasoline,pickup,6,13,17,14,2,non_smart,2008,34.66666667
DODGE RAM 1500,4.7,8,Man-6,4WD,Gasoline,pickup,6,12,16,14,2,non_smart,2008,32.66666667
DODGE RAM 1500,5.7,8,Auto-L5,2WD,Gasoline,pickup,6,13,19,15,3,non_smart,2008,37
DODGE RAM 1500,5.7,8,Auto-L5,4WD,Gasoline,pickup,6,13,17,14,2,non_smart,2008,34.66666667
DODGE Viper,8.4,10,Man-6,2WD,Gasoline,small car,6,13,22,16,4,non_smart,2008,40.33333333
DODGE Viper Convertible,8.4,10,Man-6,2WD,Gasoline,small car,6,13,22,16,4,non_smart,2008,40.33333333
FERRARI 599 GTB Fiorano,5.9,12,Auto-6,2WD,Gasoline,small car,6,11,15,12,0,non_smart,2008,30
FERRARI 599 GTB Fiorano,5.9,12,Man-6,2WD,Gasoline,small car,6,11,15,12,0,non_smart,2008,30
FERRARI 612 Scaglietti,5.7,12,Auto-6,2WD,Gasoline,midsize car,6,9,16,11,0,non_smart,2008,28.66666667
FERRARI 612 Scaglietti,5.7,12,Man-6,2WD,Gasoline,midsize car,6,10,15,12,0,non_smart,2008,29
FORD Edge,3.5,6,Auto-L6,2WD,Gasoline,SUV,7,16,24,19,5,non_smart,2008,46.33333333
FORD Edge,3.5,6,Auto-L6,4WD,Gasoline,SUV,7,15,22,18,5,non_smart,2008,43
FORD Escape,2.3,4,Auto-L4,2WD,Gasoline,SUV,6,20,26,22,6,non_smart,2008,53.33333333
FORD Escape,2.3,4,Auto-L4,4WD,Gasoline,SUV,6,19,24,21,6,non_smart,2008,50
FORD Escape,3,6,Auto-L4,2WD,Gasoline,SUV,6,18,24,20,6,non_smart,2008,48.66666667
FORD Escape,3,6,Auto-L4,4WD,Gasoline,SUV,6,17,22,19,5,non_smart,2008,45.33333333
FORD Expedition,5.4,8,Auto-L6,2WD,Gasoline,SUV,7,12,18,14,2,non_smart,2008,34.66666667
FORD Explorer,4,6,Auto-L5,2WD,Gasoline,SUV,7,14,20,16,4,non_smart,2008,39.33333333
FORD Explorer,4,6,Auto-L5,4WD,Gasoline,SUV,7,13,19,15,3,non_smart,2008,37
FORD Explorer,4.6,8,Auto-L6,2WD,Gasoline,SUV,7,13,20,16,4,non_smart,2008,38.33333333
FORD Explorer,4.6,8,Auto-L6,4WD,Gasoline,SUV,7,13,19,15,3,non_smart,2008,37
FORD Explorer Sport Trac,4,6,Auto-L5,2WD,Gasoline,pickup,7,14,20,16,4,non_smart,2008,39.33333333
FORD Explorer Sport Trac,4,6,Auto-L5,4WD,Gasoline,pickup,7,13,19,15,3,non_smart,2008,37
FORD Explorer Sport Trac,4.6,8,Auto-L6,2WD,Gasoline,pickup,7,13,20,16,4,non_smart,2008,38.33333333
FORD Explorer Sport Trac,4.6,8,Auto-L6,4WD,Gasoline,pickup,7,13,19,15,3,non_smart,2008,37
FORD F150,5.4,8,Auto-L4,2WD,Gasoline,pickup,7,13,17,14,2,non_smart,2008,34.66666667
FORD F150,5.4,8,Auto-L4,4WD,Gasoline,pickup,7,13,17,14,2,non_smart,2008,34.66666667
FORD F150,4.2,6,Auto-L4,2WD,Gasoline,pickup,6,14,19,16,4,non_smart,2008,38.33333333
FORD F150,4.2,6,Man-5,2WD,Gasoline,pickup,6,14,20,16,4,non_smart,2008,39.33333333
FORD F150,4.6,8,Auto-L4,2WD,Gasoline,pickup,6,14,19,16,4,non_smart,2008,38.33333333
FORD F150,4.6,8,Auto-L4,4WD,Gasoline,pickup,6,13,17,14,2,non_smart,2008,34.66666667
FORD F150 STX SE,5.4,8,Auto-L4,2WD,Gasoline,pickup,7,14,19,15,3,non_smart,2008,38
FORD Mustang,4,6,Auto-L5,2WD,Gasoline,small car,7,16,24,19,5,non_smart,2008,46.33333333
