model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,year,avg_mpg
HYUNDAI Elantra,1.6,4,AutoMan-7,2WD,Gasoline,midsize car,3,26,33,29,6,non_smart,2018,68.66666667
HYUNDAI Elantra,1.6,4,Man-6,2WD,Gasoline,midsize car,3,22,30,25,5,non_smart,2018,60.33333333
HYUNDAI Elantra,2,4,Man-6,2WD,Gasoline,midsize car,5,26,36,29,6,non_smart,2018,71.66666667
HYUNDAI Elantra GT,1.6,4,AutoMan-7,2WD,Gasoline,large car,3,26,32,28,6,non_smart,2018,67.33333333
HYUNDAI Elantra GT,1.6,4,Man-6,2WD,Gasoline,large car,3,22,29,25,5,non_smart,2018,59.33333333
HYUNDAI Elantra GT,2,4,Man-6,2WD,Gasoline,large car,3,23,31,26,5,non_smart,2018,62.66666667
HYUNDAI Elantra GT,2,4,SemiAuto-6,2WD,Gasoline,large car,3,24,32,27,6,non_smart,2018,65
HYUNDAI Santa Fe,3.3,6,SemiAuto-6,2WD,Gasoline,small SUV,3,18,25,21,4,non_smart,2018,50
HYUNDAI Santa Fe,3.3,6,SemiAuto-6,4WD,Gasoline,small SUV,3,18,24,20,4,non_smart,2018,48.66666667
HYUNDAI Santa Fe Sport,2,4,SemiAuto-6,2WD,Gasoline,small SUV,3,20,28,23,5,non_smart,2018,55.66666667
HYUNDAI Santa Fe Sport,2,4,SemiAuto-6,4WD,Gasoline,small SUV,3,19,26,22,4,non_smart,2018,52.33333333
HYUNDAI Santa Fe Sport,2.4,4,SemiAuto-6,2WD,Gasoline,small SUV,5,21,27,24,5,non_smart,2018,56
HYUNDAI Santa Fe Sport,2.4,4,SemiAuto-6,4WD,Gasoline,small SUV,5,20,26,22,4,non_smart,2018,53.33333333
HYUNDAI Santa Fe Sport Ultimate,2,4,SemiAuto-6,2WD,Gasoline,small SUV,3,20,27,23,5,non_smart,2018,54.66666667
HYUNDAI Santa Fe Sport Ultimate,2,4,SemiAuto-6,4WD,Gasoline,small SUV,3,19,24,21,4,non_smart,2018,50
HYUNDAI Santa Fe Ultimate,3.3,6,SemiAuto-6,2WD,Gasoline,small SUV,3,17,23,20,4,non_smart,2018,46.66666667
HYUNDAI Santa Fe Ultimate,3.3,6,SemiAuto-6,4WD,Gasoline,small SUV,3,17,22,19,3,non_smart,2018,45.33333333
HYUNDAI Sonata,2,4,SemiAuto-8,2WD,Gasoline,large car,5,23,32,26,5,non_smart,2018,63.66666667
HYUNDAI Sonata,2.4,4,SemiAuto-6,2WD,Gasoline,large car,7,25,35,28,6,non_smart,2018,69.33333333
HYUNDAI Sonata,2.4,4,SemiAuto-6,2WD,Gasoline,large car,5,25,35,28,6,non_smart,2018,69.33333333
HYUNDAI Sonata SE,2.4,4,SemiAuto-6,2WD,Gasoline,large car,7,25,36,29,6,non_smart,2018,70.66666667
HYUNDAI Sonata SE,2.4,4,SemiAuto-6,2WD,Gasoline,large car,5,25,36,29,6,non_smart,2018,70.66666667
INFINITI Q50,2,4,SemiAuto-7,2WD,Gasoline,midsize car,3,23,30,25,5,non_smart,2018,61.33333333
INFINITI Q50,2,4,SemiAuto-7,4WD,Gasoline,midsize car,3,22,28,24,5,non_smart,2018,58
INFINITI Q50,3,6,SemiAuto-7,2WD,Gasoline,midsize car,3,20,29,23,5,non_smart,2018,56.66666667
INFINITI Q50,3,6,SemiAuto-7,4WD,Gasoline,midsize car,3,19,27,22,4,non_smart,2018,53.33333333
INFINITI Q50 Hybrid,3.5,6,SemiAuto-7,2WD,Gasoline,small car,3,27,32,29,6,non_smart,2018,68.66666667
INFINITI Q50 Hybrid,3.5,6,SemiAuto-7,4WD,Gasoline,small car,3,26,30,28,6,non_smart,2018,65.33333333
INFINITI Q50 Red Sport,3,6,SemiAuto-7,2WD,Gasoline,midsize car,3,20,26,22,4,non_smart,2018,53.33333333
INFINITI Q50 Red Sport,3,6,SemiAuto-7,4WD,Gasoline,midsize car,3,19,26,22,4,non_smart,2018,52.33333333
INFINITI Q70,3.7,6,SemiAuto-7,2WD,Gasoline,midsize car,3,18,25,21,4,non_smart,2018,50
INFINITI Q70,3.7,6,SemiAuto-7,4WD,Gasoline,midsize car,3,18,24,20,4,non_smart,2018,48.66666667
INFINITI Q70,5.6,8,SemiAuto-7,2WD,Gasoline,midsize car,3,16,24,19,3,non_smart,2018,46.33333333
INFINITI Q70,5.6,8,SemiAuto-7,4WD,Gasoline,midsize car,3,16,23,18,3,non_smart,2018,45
INFINITI QX30,2,4,AutoMan-7,2WD,Gasoline,small car,3,24,33,27,6,non_smart,2018,66
INFINITI QX30,2,4,AutoMan-7,4WD,Gasoline,small car,3,21,30,25,5,non_smart,2018,59.33333333
JAGUAR F-Pace,2,4,SemiAuto-8,4WD,Diesel,small SUV,1,26,33,29,5,non_smart,2018,68.66666667
JAGUAR F-Pace,2,4,SemiAuto-8,4WD,Gasoline,small SUV,7,22,27,24,5,non_smart,2018,57
JAGUAR F-Pace,3,6,SemiAuto-8,4WD,Gasoline,small SUV,7,18,23,20,4,non_smart,2018,47.66666667
JAGUAR F-Type Convertible,3,6,Man-6,2WD,Gasoline,small car,7,16,24,19,3,non_smart,2018,46.33333333
JAGUAR F-Type Convertible,3,6,SemiAuto-8,2WD,Gasoline,small car,7,20,28,23,5,non_smart,2018,55.66666667
JAGUAR F-Type Coupe,3,6,Man-6,2WD,Gasoline,small car,7,16,24,19,3,non_smart,2018,46.33333333
JAGUAR F-Type Coupe,3,6,SemiAuto-8,2WD,Gasoline,small car,7,20,28,23,5,non_smart,2018,55.66666667
JAGUAR F-Type R Convertible,5,8,SemiAuto-8,4WD,Gasoline,small car,3,15,23,18,3,non_smart,2018,44
JAGUAR F-Type R Coupe,5,8,SemiAuto-8,4WD,Gasoline,small car,3,15,23,18,3,non_smart,2018,44
JAGUAR F-Type S Convertible,3,6,Man-6,2WD,Gasoline,small car,7,15,24,18,3,non_smart,2018,45
JAGUAR F-Type S Convertible,3,6,SemiAuto-8,2WD,Gasoline,small car,7,19,27,22,4,non_smart,2018,53.33333333
JAGUAR F-Type S Convertible,3,6,SemiAuto-8,4WD,Gasoline,small car,7,18,26,21,4,non_smart,2018,51
JAGUAR F-Type S Coupe,3,6,Man-6,2WD,Gasoline,small car,7,15,24,18,3,non_smart,2018,45
JAGUAR F-Type S Coupe,3,6,SemiAuto-8,2WD,Gasoline,small car,7,19,27,22,4,non_smart,2018,53.33333333
JAGUAR F-Type S Coupe,3,6,SemiAuto-8,4WD,Gasoline,small car,7,18,26,21,4,non_smart,2018,51
JAGUAR XE,2,4,SemiAuto-8,2WD,Diesel,small car,1,32,42,36,7,non_smart,2018,86
JAGUAR XE,2,4,SemiAuto-8,2WD,Gasoline,small car,7,25,34,28,6,non_smart,2018,68.33333333
JAGUAR XE,2,4,SemiAuto-8,4WD,Diesel,small car,1,30,40,34,7,non_smart,2018,81.33333333
JAGUAR XE,2,4,SemiAuto-8,4WD,Gasoline,small car,7,24,34,28,6,non_smart,2018,67.33333333
JAGUAR XE,3,6,SemiAuto-8,2WD,Gasoline,small car,7,21,30,24,5,non_smart,2018,59
JAGUAR XE,3,6,SemiAuto-8,4WD,Gasoline,small car,7,20,29,23,5,non_smart,2018,56.66666667
JAGUAR XF,2,4,SemiAuto-8,2WD,Diesel,midsize car,1,31,42,35,7,non_smart,2018,84.66666667
JAGUAR XF,2,4,SemiAuto-8,2WD,Gasoline,midsize car,7,25,34,28,6,non_smart,2018,68.33333333
JAGUAR XF,2,4,SemiAuto-8,4WD,Diesel,midsize car,1,30,40,34,7,non_smart,2018,81.33333333
JAGUAR XF,2,4,SemiAuto-8,4WD,Gasoline,midsize car,7,23,33,27,6,non_smart,2018,65
JAGUAR XF,3,6,SemiAuto-8,2WD,Gasoline,midsize car,7,20,29,23,5,non_smart,2018,56.66666667
JAGUAR XF,3,6,SemiAuto-8,4WD,Gasoline,midsize car,7,20,28,23,5,non_smart,2018,55.66666667
JEEP Cherokee,2.4,4,Auto-9,2WD,Gasoline,small SUV,7,21,30,25,5,non_smart,2018,59.33333333
JEEP Cherokee,2.4,4,Auto-9,4WD,Gasoline,small SUV,3,21,28,23,5,non_smart,2018,56.66666667
JEEP Cherokee,3.2,6,Auto-9,2WD,Gasoline,small SUV,3,21,29,24,5,non_smart,2018,58
JEEP Cherokee,3.2,6,Auto-9,4WD,Gasoline,small SUV,3,20,27,23,5,non_smart,2018,54.66666667
JEEP Cherokee 4x4 Active Drive II,2.4,4,Auto-9,4WD,Gasoline,small SUV,7,21,27,23,5,non_smart,2018,55.66666667
JEEP Cherokee 4x4 Active Drive II,2.4,4,Auto-9,4WD,Gasoline,small SUV,1,21,27,23,5,non_smart,2018,55.66666667
JEEP Cherokee 4x4 Active Drive II,3.2,6,Auto-9,4WD,Gasoline,small SUV,3,18,26,21,4,non_smart,2018,51
JEEP Cherokee Trailhawk,2.4,4,Auto-9,4WD,Gasoline,small SUV,7,19,25,22,4,non_smart,2018,51.33333333
JEEP Cherokee Trailhawk,2.4,4,Auto-9,4WD,Gasoline,small SUV,1,19,25,22,4,non_smart,2018,51.33333333
JEEP Cherokee Trailhawk,3.2,6,Auto-9,4WD,Gasoline,small SUV,3,18,24,21,4,non_smart,2018,49
JEEP Compass,2.4,4,Auto-6,2WD,Gasoline,small SUV,7,22,31,25,5,non_smart,2018,61.33333333
JEEP Compass,2.4,4,Auto-9,4WD,Gasoline,small SUV,7,22,30,25,5,non_smart,2018,60.33333333
JEEP Compass,2.4,4,Man-6,2WD,Gasoline,small SUV,3,23,32,26,5,non_smart,2018,63.66666667
JEEP Compass,2.4,4,Man-6,4WD,Gasoline,small SUV,3,22,31,25,5,non_smart,2018,61.33333333
JEEP Grand Cherokee,3.6,6,Auto-8,2WD,Gasoline,standard SUV,5,19,26,21,4,non_smart,2018,52
JEEP Grand Cherokee,3.6,6,Auto-8,4WD,Gasoline,standard SUV,5,18,25,21,4,non_smart,2018,50
JEEP Grand Cherokee,5.7,8,Auto-8,4WD,Gasoline,standard SUV,3,14,22,17,3,non_smart,2018,41.66666667
JEEP Grand Cherokee SRT,6.4,8,Auto-8,4WD,Gasoline,standard SUV,1,13,19,15,2,non_smart,2018,37
KIA Forte,2,4,Man-6,2WD,Gasoline,midsize car,5,25,34,28,6,non_smart,2018,68.33333333
KIA Forte,2,4,SemiAuto-6,2WD,Gasoline,midsize car,7,25,33,28,6,non_smart,2018,67.33333333
KIA Forte,2,4,SemiAuto-6,2WD,Gasoline,midsize car,3,25,33,28,6,non_smart,2018,67.33333333
KIA Forte5,1.6,4,AutoMan-7,2WD,Gasoline,large car,3,25,30,27,6,non_smart,2018,64
KIA Forte5,1.6,4,Man-6,2WD,Gasoline,large car,3,23,29,25,5,non_smart,2018,60.33333333
KIA Forte5,2,4,SemiAuto-6,2WD,Gasoline,large car,3,25,34,28,6,non_smart,2018,68.33333333
KIA Optima,2,4,SemiAuto-6,2WD,Gasoline,large car,3,22,31,25,5,non_smart,2018,61.33333333
KIA Optima,2.4,4,SemiAuto-6,2WD,Gasoline,large car,7,24,34,28,6,non_smart,2018,67.33333333
KIA Optima,2.4,4,SemiAuto-6,2WD,Gasoline,large car,5,24,34,28,6,non_smart,2018,67.33333333
KIA Optima FE,2.4,4,SemiAuto-6,2WD,Gasoline,large car,7,25,36,29,6,non_smart,2018,70.66666667
KIA Optima FE,2.4,4,SemiAuto-6,2WD,Gasoline,large car,5,25,36,29,6,non_smart,2018,70.66666667
KIA Sedona,3.3,6,SemiAuto-6,2WD,Gasoline,minivan,3,18,24,20,4,non_smart,2018,48.66666667
KIA Sedona SX,3.3,6,SemiAuto-6,2WD,Gasoline,minivan,3,18,25,21,4,non_smart,2018,50
KIA Sedona SXL,3.3,6,SemiAuto-6,2WD,Gasoline,minivan,3,17,22,19,3,non_smart,2018,45.33333333
KIA Sorento,2,4,SemiAuto-6,2WD,Gasoline,small SUV,3,20,27,23,5,non_smart,2018,54.66666667
KIA Sorento,2,4,SemiAuto-6,4WD,Gasoline,small SUV,3,19,25,22,4,non_smart,2018,51.33333333
KIA Sorento,2.4,4,SemiAuto-6,2WD,Gasoline,small SUV,5,21,28,24,5,non_smart,2018,57
KIA Sorento,2.4,4,SemiAuto-6,4WD,Gasoline,small SUV,5,21,25,22,4,non_smart,2018,53.33333333
KIA Sorento,3.3,6,SemiAuto-6,2WD,Gasoline,small SUV,3,18,25,20,4,non_smart,2018,49.66666667
KIA Sorento,3.3,6,SemiAuto-6,4WD,Gasoline,small SUV,3,17,23,19,3,non_smart,2018,46.33333333
KIA Sorento FE,3.3,6,SemiAuto-6,4WD,Gasoline,small SUV,3,18,25,21,4,non_smart,2018,50
KIA Soul,1.6,4,AutoMan-7,2WD,Gasoline,station wagon,3,26,31,28,6,non_smart,2018,66.33333333
KIA Soul,1.6,4,Man-6,2WD,Gasoline,station wagon,3,24,30,27,6,non_smart,2018,63
KIA Soul,1.6,4,SemiAuto-6,2WD,Gasoline,station wagon,3,25,30,27,6,non_smart,2018,64
KIA Soul,2,4,SemiAuto-6,2WD,Gasoline,station wagon,7,25,30,27,6,non_smart,2018,64
KIA Soul,2,4,SemiAuto-6,2WD,Gasoline,station wagon,5,25,30,27,6,non_smart,2018,64
KIA Sportage,2,4,SemiAuto-6,2WD,Gasoline,small SUV,3,21,26,23,5,non_smart,2018,54.66666667
KIA Sportage,2,4,SemiAuto-6,4WD,Gasoline,small SUV,3,20,23,21,4,non_smart,2018,50
KIA Sportage,2.4,4,SemiAuto-6,2WD,Gasoline,small SUV,7,22,29,25,5,non_smart,2018,59.33333333
KIA Sportage,2.4,4,SemiAuto-6,2WD,Gasoline,small SUV,5,22,29,25,5,non_smart,2018,59.33333333
KIA Sportage,2.4,4,SemiAuto-6,4WD,Gasoline,small SUV,7,21,25,23,5,non_smart,2018,53.66666667
KIA Sportage,2.4,4,SemiAuto-6,4WD,Gasoline,small SUV,5,21,25,23,5,non_smart,2018,53.66666667
KIA Sportage FE,2.4,4,SemiAuto-6,2WD,Gasoline,small SUV,7,23,30,26,5,non_smart,2018,61.66666667
KIA Sportage FE,2.4,4,SemiAuto-6,2WD,Gasoline,small SUV,5,23,30,26,5,non_smart,2018,61.66666667
KIA Sportage FE,2.4,4,SemiAuto-6,4WD,Gasoline,small SUV,7,21,25,22,4,non_smart,2018,53.33333333
KIA Sportage FE,2.4,4,SemiAuto-6,4WD,Gasoline,small SUV,5,21,25,22,4,non_smart,2018,53.33333333
LAMBORGHINI Aventador Coupe,6.5,12,AMS-7,4WD,Gasoline,small car,1,10,17,12,1,non_smart,2018,31
LAMBORGHINI Aventador Roadster,6.5,12,AMS-7,4WD,Gasoline,small car,1,10,16,12,1,non_smart,2018,30
LAMBORGHINI Aventador S Coupe,6.5,12,AMS-7,4WD,Gasoline,small car,1,10,17,12,1,non_smart,2018,31
LAMBORGHINI Aventador S Roadster,6.5,12,AMS-7,4WD,Gasoline,small car,1,10,16,12,1,non_smart,2018,30
LAND ROVER Range Rover Velar,2,4,SemiAuto-8,4WD,Diesel,small SUV,1,26,30,28,5,non_smart,2018,65.33333333
LAND ROVER Range Rover Velar,2,4,SemiAuto-8,4WD,Gasoline,small SUV,7,21,27,23,5,non_smart,2018,55.66666667
LAND ROVER Range Rover Velar,3,6,SemiAuto-8,4WD,Gasoline,small SUV,7,18,24,20,4,non_smart,2018,48.66666667
LEXUS GX 460,4.6,8,SemiAuto-6,4WD,Gasoline,standard SUV,3,15,18,16,2,non_smart,2018,38.33333333
LEXUS LC 500,5,8,SemiAuto-10,2WD,Gasoline,small car,5,16,26,19,3,non_smart,2018,48.33333333
LEXUS LX 570,5.7,8,SemiAuto-8,4WD,Gasoline,standard SUV,3,13,18,15,2,non_smart,2018,36
LINCOLN Continental,2.7,6,SemiAuto-6,2WD,Gasoline,large car,5,18,27,21,4,non_smart,2018,52
LINCOLN Continental,2.7,6,SemiAuto-6,4WD,Gasoline,large car,5,17,25,20,4,non_smart,2018,48.66666667
LINCOLN Continental,3,6,SemiAuto-6,4WD,Gasoline,large car,5,16,24,19,3,non_smart,2018,46.33333333
LINCOLN Continental,3.7,6,SemiAuto-6,2WD,Gasoline,large car,3,17,26,20,4,non_smart,2018,49.66666667
LINCOLN Continental,3.7,6,SemiAuto-6,4WD,Gasoline,large car,3,16,24,19,3,non_smart,2018,46.33333333
LINCOLN MKT,3.5,6,SemiAuto-6,4WD,Gasoline,standard SUV,3,15,21,17,3,non_smart,2018,41.66666667
LINCOLN MKT,3.7,6,SemiAuto-6,2WD,Gasoline,standard SUV,3,16,24,19,3,non_smart,2018,46.33333333
LINCOLN MKT Livery,3.7,6,Auto-6,4WD,Gasoline,special purpose,3,16,23,18,3,non_smart,2018,45
MASERATI Ghibli,3,6,Auto-8,2WD,Gasoline,midsize car,1,17,24,19,3,non_smart,2018,47.33333333
MASERATI Ghibli S,3,6,Auto-8,2WD,Gasoline,midsize car,1,16,24,19,3,non_smart,2018,46.33333333
MASERATI Ghibli S Q4,3,6,Auto-8,4WD,Gasoline,midsize car,1,16,24,19,3,non_smart,2018,46.33333333
MASERATI Granturismo,4.7,8,Auto-6,2WD,Gasoline,small car,1,13,21,16,2,non_smart,2018,39.33333333
MASERATI Granturismo Convertible,4.7,8,Auto-6,2WD,Gasoline,small car,1,13,20,15,2,non_smart,2018,38
MASERATI Levante,3,8,Auto-8,4WD,Gasoline,standard SUV,1,14,20,16,2,non_smart,2018,39.33333333
MASERATI Levante S,3,8,Auto-8,4WD,Gasoline,standard SUV,1,14,19,16,2,non_smart,2018,38.33333333
MASERATI Quattroporte S,3,6,Auto-8,2WD,Gasoline,large car,1,16,23,18,3,non_smart,2018,45
MASERATI Quattroporte S Q4,3,6,Auto-8,4WD,Gasoline,large car,1,16,23,18,3,non_smart,2018,45
MAZDA CX-3,2,4,SemiAuto-6,4WD,Gasoline,small car,3,27,32,29,6,non_smart,2018,68.66666667
MAZDA CX-9,2.5,4,SemiAuto-6,2WD,Gasoline,small SUV,3,22,28,24,5,non_smart,2018,58
MAZDA CX-9,2.5,4,SemiAuto-6,4WD,Gasoline,small SUV,3,20,26,23,5,non_smart,2018,53.66666667
MERCEDES-BENZ AMG C63,4,8,Auto-7,2WD,Gasoline,small car,5,17,22,19,3,non_smart,2018,45.33333333
MERCEDES-BENZ AMG C63,4,8,Auto-7,2WD,Gasoline,small car,5,17,23,19,3,non_smart,2018,46.33333333
MERCEDES-BENZ AMG C63,4,8,Auto-7,2WD,Gasoline,small car,5,18,24,20,4,non_smart,2018,48.66666667
MERCEDES-BENZ AMG C63 S,4,8,Auto-7,2WD,Gasoline,small car,5,17,22,19,3,non_smart,2018,45.33333333
MERCEDES-BENZ AMG C63 S,4,8,Auto-7,2WD,Gasoline,small car,5,17,23,19,3,non_smart,2018,46.33333333
MERCEDES-BENZ AMG C63 S,4,8,Auto-7,2WD,Gasoline,small car,5,18,24,20,4,non_smart,2018,48.66666667
MERCEDES-BENZ AMG CLA45 4Matic,2,4,AutoMan-7,4WD,Gasoline,small car,3,23,30,26,5,non_smart,2018,61.66666667
MERCEDES-BENZ AMG CLS63 4Matic,5.5,8,Auto-7,4WD,Gasoline,small car,3,16,22,18,3,non_smart,2018,44
MERCEDES-BENZ AMG E63 S 4Matic,4,8,Auto-9,4WD,Gasoline,midsize car,5,15,22,18,3,non_smart,2018,43
MERCEDES-BENZ AMG E63 S 4Matic,4,8,Auto-9,4WD,Gasoline,station wagon,5,16,22,18,3,non_smart,2018,44
MERCEDES-BENZ AMG GLA45 4Matic,2,4,AutoMan-7,4WD,Gasoline,station wagon,3,22,28,25,5,non_smart,2018,58.33333333
MERCEDES-BENZ AMG GLE 43 4Matic,3,6,Auto-9,4WD,Gasoline,standard SUV,3,17,22,19,3,non_smart,2018,45.33333333
MERCEDES-BENZ AMG GLE 43 4Matic,3,6,Auto-9,4WD,Gasoline,standard SUV,3,17,23,19,3,non_smart,2018,46.33333333
MERCEDES-BENZ AMG GLE63,5.5,8,Auto-7,4WD,Gasoline,standard SUV,3,14,18,15,2,non_smart,2018,37
MERCEDES-BENZ AMG GLE63 S,5.5,8,Auto-7,4WD,Gasoline,standard SUV,3,14,18,15,2,non_smart,2018,37
MERCEDES-BENZ AMG GLS63,5.5,8,Auto-7,4WD,Gasoline,standard SUV,3,13,18,15,2,non_smart,2018,36
MERCEDES-BENZ AMG GT,4,8,AutoMan-7,2WD,Gasoline,small car,5,16,21,18,3,non_smart,2018,43
MERCEDES-BENZ AMG GT,4,8,AutoMan-7,2WD,Gasoline,small car,5,16,22,18,3,non_smart,2018,44
MERCEDES-BENZ AMG GT S,4,8,AutoMan-7,2WD,Gasoline,small car,5,16,22,18,3,non_smart,2018,44
MERCEDES-BENZ AMG S63 4Matic,4,8,Auto-9,4WD,Gasoline,large car,5,17,26,20,4,non_smart,2018,49.66666667
MERCEDES-BENZ AMG SL63,5.5,8,Auto-7,2WD,Gasoline,small car,3,16,25,19,3,non_smart,2018,47.33333333
MERCEDES-BENZ AMG SL65,6,12,Auto-7,2WD,Gasoline,small car,3,13,22,16,2,non_smart,2018,40.33333333
MERCEDES-BENZ C300,2,4,Auto-9,2WD,Gasoline,small car,5,22,29,25,5,non_smart,2018,59.33333333
MERCEDES-BENZ C300,2,4,Auto-9,2WD,Gasoline,small car,5,22,30,25,5,non_smart,2018,60.33333333
MERCEDES-BENZ C300,2,4,Auto-9,2WD,Gasoline,small car,5,24,33,27,6,non_smart,2018,66
MERCEDES-BENZ C300 4Matic,2,4,Auto-9,4WD,Gasoline,small car,5,22,29,25,5,non_smart,2018,59.33333333
MERCEDES-BENZ C300 4Matic,2,4,Auto-9,4WD,Gasoline,small car,5,22,30,25,5,non_smart,2018,60.33333333
MERCEDES-BENZ C300 4Matic,2,4,Auto-9,4WD,Gasoline,small car,5,23,32,26,5,non_smart,2018,63.66666667
MERCEDES-BENZ CLA250,2,4,AutoMan-7,2WD,Gasoline,small car,5,24,37,29,6,non_smart,2018,70.66666667
MERCEDES-BENZ CLA250 4Matic,2,4,AutoMan-7,4WD,Gasoline,small car,5,24,32,27,6,non_smart,2018,65
MERCEDES-BENZ CLS550,4.7,8,Auto-9,2WD,Gasoline,small car,3,18,26,21,4,non_smart,2018,51
MERCEDES-BENZ CLS550 4Matic,4.7,8,Auto-9,4WD,Gasoline,small car,3,17,25,20,4,non_smart,2018,48.66666667
MERCEDES-BENZ E300,2,4,Auto-9,2WD,Gasoline,midsize car,5,22,30,25,5,non_smart,2018,60.33333333
MERCEDES-BENZ E300 4Matic,2,4,Auto-9,4WD,Gasoline,midsize car,5,21,29,24,5,non_smart,2018,58
MERCEDES-BENZ GLA 250,2,4,AutoMan-7,2WD,Gasoline,station wagon,5,24,33,27,6,non_smart,2018,66
MERCEDES-BENZ GLA250 4Matic,2,4,AutoMan-7,4WD,Gasoline,small SUV,5,23,31,26,5,non_smart,2018,62.66666667
MERCEDES-BENZ GLC 300,2,4,Auto-9,2WD,Gasoline,small SUV,5,22,28,24,5,non_smart,2018,58
MERCEDES-BENZ GLC 300 4Matic,2,4,Auto-9,4WD,Gasoline,small SUV,5,21,28,24,5,non_smart,2018,57
MERCEDES-BENZ GLC 300 4Matic,2,4,Auto-9,4WD,Gasoline,small SUV,5,22,27,24,5,non_smart,2018,57
MERCEDES-BENZ GLE350,3.5,6,Auto-7,2WD,Gasoline,standard SUV,3,18,23,20,4,non_smart,2018,47.66666667
MERCEDES-BENZ GLE350 4Matic,3.5,6,Auto-7,4WD,Gasoline,standard SUV,3,18,22,19,3,non_smart,2018,46.33333333
MERCEDES-BENZ GLS450 4Matic,3,6,Auto-9,4WD,Gasoline,standard SUV,3,17,22,19,3,non_smart,2018,45.33333333
MERCEDES-BENZ GLS550 4Matic,4.7,8,Auto-9,4WD,Gasoline,standard SUV,3,14,19,16,2,non_smart,2018,38.33333333
MERCEDES-BENZ S560 4Matic,4,8,Auto-9,4WD,Gasoline,large car,5,17,27,21,4,non_smart,2018,51
MERCEDES-BENZ S560 4Matic Maybach,4,8,Auto-9,4WD,Gasoline,large car,5,16,25,19,3,non_smart,2018,47.33333333
MERCEDES-BENZ SL550,4.7,8,Auto-9,2WD,Gasoline,small car,3,17,25,20,4,non_smart,2018,48.66666667
MERCEDES-BENZ SLC300,2,4,Auto-9,2WD,Gasoline,small car,3,25,32,27,6,non_smart,2018,66
MINI Cooper Clubman,1.5,3,Man-6,2WD,Gasoline,midsize car,7,24,34,28,6,non_smart,2018,67.33333333
MINI Cooper Clubman,1.5,3,SemiAuto-6,2WD,Gasoline,midsize car,7,24,32,27,6,non_smart,2018,65
MINI Cooper Clubman All4,1.5,3,Man-6,4WD,Gasoline,midsize car,3,22,32,26,5,non_smart,2018,62.66666667
MINI Cooper Clubman All4,1.5,3,SemiAuto-8,4WD,Gasoline,midsize car,3,23,31,26,5,non_smart,2018,62.66666667
MINI Cooper Countryman,1.5,3,Man-6,2WD,Gasoline,midsize car,3,24,34,28,6,non_smart,2018,67.33333333
MINI Cooper Countryman,1.5,3,SemiAuto-6,2WD,Gasoline,midsize car,3,24,32,27,6,non_smart,2018,65
MINI Cooper Countryman All4,1.5,3,Man-6,4WD,Gasoline,midsize car,3,22,32,26,5,non_smart,2018,62.66666667
MINI Cooper Countryman All4,1.5,3,SemiAuto-8,4WD,Gasoline,midsize car,3,23,30,25,5,non_smart,2018,61.33333333
MINI Cooper S Clubman,2,4,Man-6,2WD,Gasoline,midsize car,7,22,31,25,5,non_smart,2018,61.33333333
MINI Cooper S Clubman,2,4,SemiAuto-8,2WD,Gasoline,midsize car,7,23,32,27,6,non_smart,2018,64
MINI Cooper S Clubman All4,2,4,Man-6,4WD,Gasoline,midsize car,7,21,30,24,5,non_smart,2018,59
MINI Cooper S Clubman All4,2,4,SemiAuto-8,4WD,Gasoline,midsize car,7,22,31,26,5,non_smart,2018,61.66666667
MINI Cooper S Convertible,2,4,Man-6,2WD,Gasoline,small car,7,23,32,26,5,non_smart,2018,63.66666667
MINI Cooper S Convertible,2,4,SemiAuto-6,2WD,Gasoline,small car,7,25,33,28,6,non_smart,2018,67.33333333
MINI Cooper S Countryman,2,4,SemiAuto-8,2WD,Gasoline,midsize car,7,23,32,27,6,non_smart,2018,64
MINI Cooper S Countryman All4,2,4,Man-6,4WD,Gasoline,midsize car,7,21,31,24,5,non_smart,2018,60
MINI Cooper S Countryman All4,2,4,SemiAuto-8,4WD,Gasoline,midsize car,7,22,31,26,5,non_smart,2018,61.66666667
MINI Cooper S Hardtop,2,4,Man-6,2WD,Gasoline,small car,7,23,32,26,5,non_smart,2018,63.66666667
MINI Cooper S Hardtop,2,4,SemiAuto-6,2WD,Gasoline,small car,7,25,32,28,6,non_smart,2018,66.33333333
MINI JCW Countryman All4,2,4,Man-6,4WD,Gasoline,midsize car,3,20,29,24,5,non_smart,2018,57
MINI JCW Countryman All4,2,4,SemiAuto-8,4WD,Gasoline,midsize car,3,22,30,25,5,non_smart,2018,60.33333333
MINI John Cooper Works Clubman All4,2,4,Man-6,4WD,Gasoline,midsize car,3,21,31,24,5,non_smart,2018,60
MINI John Cooper Works Clubman All4,2,4,SemiAuto-8,4WD,Gasoline,midsize car,3,23,31,26,5,non_smart,2018,62.66666667
MINI John Cooper Works Convertible,2,4,Man-6,2WD,Gasoline,small car,3,22,31,25,5,non_smart,2018,61.33333333
MINI John Cooper Works Convertible,2,4,SemiAuto-6,2WD,Gasoline,small car,3,25,33,28,6,non_smart,2018,67.33333333
MINI John Cooper Works Hardtop,2,4,Man-6,2WD,Gasoline,small car,3,23,32,26,5,non_smart,2018,63.66666667
MINI John Cooper Works Hardtop,2,4,SemiAuto-6,2WD,Gasoline,small car,3,25,32,28,6,non_smart,2018,66.33333333
